label,size,model_condition,pid,time
2,436,model_4_SeedDen_0.25,1780197,40
3,753,model_4_SeedDen_0.25,1780197,40
4,735,model_4_SeedDen_0.25,1780197,40
5,353,model_4_SeedDen_0.25,1780197,40
6,1087,model_4_SeedDen_0.25,1780197,40
7,413,model_4_SeedDen_0.25,1780197,40
8,416,model_4_SeedDen_0.25,1780197,40
9,449,model_4_SeedDen_0.25,1780197,40
0,23,model_4_SeedDen_0.25,1780198,10
1,15,model_4_SeedDen_0.25,1780198,10
2,15,model_4_SeedDen_0.25,1780198,10
3,12,model_4_SeedDen_0.25,1780198,10
4,15,model_4_SeedDen_0.25,1780198,10
5,27,model_4_SeedDen_0.25,1780198,10
6,16,model_4_SeedDen_0.25,1780198,10
7,13,model_4_SeedDen_0.25,1780198,10
8,28,model_4_SeedDen_0.25,1780198,10
9,27,model_4_SeedDen_0.25,1780198,10
10,14,model_4_SeedDen_0.25,1780198,10
11,20,model_4_SeedDen_0.25,1780198,10
12,20,model_4_SeedDen_0.25,1780198,10
13,22,model_4_SeedDen_0.25,1780198,10
14,31,model_4_SeedDen_0.25,1780198,10
0,168,model_4_SeedDen_0.25,1780198,20
1,74,model_4_SeedDen_0.25,1780198,20
2,66,model_4_SeedDen_0.25,1780198,20
3,79,model_4_SeedDen_0.25,1780198,20
4,95,model_4_SeedDen_0.25,1780198,20
5,80,model_4_SeedDen_0.25,1780198,20
6,62,model_4_SeedDen_0.25,1780198,20
7,102,model_4_SeedDen_0.25,1780198,20
8,95,model_4_SeedDen_0.25,1780198,20
9,70,model_4_SeedDen_0.25,1780198,20
10,87,model_4_SeedDen_0.25,1780198,20
11,85,model_4_SeedDen_0.25,1780198,20
12,92,model_4_SeedDen_0.25,1780198,20
13,114,model_4_SeedDen_0.25,1780198,20
0,354,model_4_SeedDen_0.25,1780198,30
1,191,model_4_SeedDen_0.25,1780198,30
2,166,model_4_SeedDen_0.25,1780198,30
3,194,model_4_SeedDen_0.25,1780198,30
4,228,model_4_SeedDen_0.25,1780198,30
5,202,model_4_SeedDen_0.25,1780198,30
6,173,model_4_SeedDen_0.25,1780198,30
7,237,model_4_SeedDen_0.25,1780198,30
8,224,model_4_SeedDen_0.25,1780198,30
9,537,model_4_SeedDen_0.25,1780198,30
10,215,model_4_SeedDen_0.25,1780198,30
11,253,model_4_SeedDen_0.25,1780198,30
0,587,model_4_SeedDen_0.25,1780198,40
1,362,model_4_SeedDen_0.25,1780198,40
2,340,model_4_SeedDen_0.25,1780198,40
3,363,model_4_SeedDen_0.25,1780198,40
4,408,model_4_SeedDen_0.25,1780198,40
5,372,model_4_SeedDen_0.25,1780198,40
6,329,model_4_SeedDen_0.25,1780198,40
7,434,model_4_SeedDen_0.25,1780198,40
8,411,model_4_SeedDen_0.25,1780198,40
9,848,model_4_SeedDen_0.25,1780198,40
10,399,model_4_SeedDen_0.25,1780198,40
11,416,model_4_SeedDen_0.25,1780198,40
0,26,model_4_SeedDen_0.25,1780199,10
1,19,model_4_SeedDen_0.25,1780199,10
2,29,model_4_SeedDen_0.25,1780199,10
3,21,model_4_SeedDen_0.25,1780199,10
4,24,model_4_SeedDen_0.25,1780199,10
5,25,model_4_SeedDen_0.25,1780199,10
6,23,model_4_SeedDen_0.25,1780199,10
7,21,model_4_SeedDen_0.25,1780199,10
8,20,model_4_SeedDen_0.25,1780199,10
9,24,model_4_SeedDen_0.25,1780199,10
10,20,model_4_SeedDen_0.25,1780199,10
11,16,model_4_SeedDen_0.25,1780199,10
12,24,model_4_SeedDen_0.25,1780199,10
13,23,model_4_SeedDen_0.25,1780199,10
14,22,model_4_SeedDen_0.25,1780199,10
0,99,model_4_SeedDen_0.25,1780199,20
1,80,model_4_SeedDen_0.25,1780199,20
2,109,model_4_SeedDen_0.25,1780199,20
3,92,model_4_SeedDen_0.25,1780199,20
4,99,model_4_SeedDen_0.25,1780199,20
5,99,model_4_SeedDen_0.25,1780199,20
6,98,model_4_SeedDen_0.25,1780199,20
7,96,model_4_SeedDen_0.25,1780199,20
8,84,model_4_SeedDen_0.25,1780199,20
9,101,model_4_SeedDen_0.25,1780199,20
10,87,model_4_SeedDen_0.25,1780199,20
11,75,model_4_SeedDen_0.25,1780199,20
12,99,model_4_SeedDen_0.25,1780199,20
13,103,model_4_SeedDen_0.25,1780199,20
14,82,model_4_SeedDen_0.25,1780199,20
0,228,model_4_SeedDen_0.25,1780199,30
1,185,model_4_SeedDen_0.25,1780199,30
2,240,model_4_SeedDen_0.25,1780199,30
3,216,model_4_SeedDen_0.25,1780199,30
4,222,model_4_SeedDen_0.25,1780199,30
5,234,model_4_SeedDen_0.25,1780199,30
6,216,model_4_SeedDen_0.25,1780199,30
7,220,model_4_SeedDen_0.25,1780199,30
8,240,model_4_SeedDen_0.25,1780199,30
9,205,model_4_SeedDen_0.25,1780199,30
10,214,model_4_SeedDen_0.25,1780199,30
11,190,model_4_SeedDen_0.25,1780199,30
12,231,model_4_SeedDen_0.25,1780199,30
13,238,model_4_SeedDen_0.25,1780199,30
14,171,model_4_SeedDen_0.25,1780199,30
0,1613,model_4_SeedDen_0.25,1780199,40
1,357,model_4_SeedDen_0.25,1780199,40
2,390,model_4_SeedDen_0.25,1780199,40
3,424,model_4_SeedDen_0.25,1780199,40
4,726,model_4_SeedDen_0.25,1780199,40
5,387,model_4_SeedDen_0.25,1780199,40
6,427,model_4_SeedDen_0.25,1780199,40
7,392,model_4_SeedDen_0.25,1780199,40
8,393,model_4_SeedDen_0.25,1780199,40
9,393,model_4_SeedDen_0.25,1780199,40
10,265,model_4_SeedDen_0.25,1780199,40
0,29,model_2_SeedDen_0.25,3777036,10
1,27,model_2_SeedDen_0.25,3777036,10
2,14,model_2_SeedDen_0.25,3777036,10
3,33,model_2_SeedDen_0.25,3777036,10
4,22,model_2_SeedDen_0.25,3777036,10
5,27,model_2_SeedDen_0.25,3777036,10
6,29,model_2_SeedDen_0.25,3777036,10
7,25,model_2_SeedDen_0.25,3777036,10
8,33,model_2_SeedDen_0.25,3777036,10
9,34,model_2_SeedDen_0.25,3777036,10
10,48,model_2_SeedDen_0.25,3777036,10
11,31,model_2_SeedDen_0.25,3777036,10
12,27,model_2_SeedDen_0.25,3777036,10
13,26,model_2_SeedDen_0.25,3777036,10
0,108,model_2_SeedDen_0.25,3777036,20
1,162,model_2_SeedDen_0.25,3777036,20
2,112,model_2_SeedDen_0.25,3777036,20
3,100,model_2_SeedDen_0.25,3777036,20
4,104,model_2_SeedDen_0.25,3777036,20
5,105,model_2_SeedDen_0.25,3777036,20
6,110,model_2_SeedDen_0.25,3777036,20
7,103,model_2_SeedDen_0.25,3777036,20
8,111,model_2_SeedDen_0.25,3777036,20
9,179,model_2_SeedDen_0.25,3777036,20
10,147,model_2_SeedDen_0.25,3777036,20
11,87,model_2_SeedDen_0.25,3777036,20
0,562,model_2_SeedDen_0.25,3777036,30
1,233,model_2_SeedDen_0.25,3777036,30
2,232,model_2_SeedDen_0.25,3777036,30
3,239,model_2_SeedDen_0.25,3777036,30
4,233,model_2_SeedDen_0.25,3777036,30
5,246,model_2_SeedDen_0.25,3777036,30
6,223,model_2_SeedDen_0.25,3777036,30
7,306,model_2_SeedDen_0.25,3777036,30
8,204,model_2_SeedDen_0.25,3777036,30
9,263,model_2_SeedDen_0.25,3777036,30
10,174,model_2_SeedDen_0.25,3777036,30
0,879,model_2_SeedDen_0.25,3777036,40
1,418,model_2_SeedDen_0.25,3777036,40
2,399,model_2_SeedDen_0.25,3777036,40
3,415,model_2_SeedDen_0.25,3777036,40
4,419,model_2_SeedDen_0.25,3777036,40
5,435,model_2_SeedDen_0.25,3777036,40
6,394,model_2_SeedDen_0.25,3777036,40
7,447,model_2_SeedDen_0.25,3777036,40
8,413,model_2_SeedDen_0.25,3777036,40
9,321,model_2_SeedDen_0.25,3777036,40
10,272,model_2_SeedDen_0.25,3777036,40
0,34,model_2_SeedDen_0.25,3776977,10
1,28,model_2_SeedDen_0.25,3776977,10
2,32,model_2_SeedDen_0.25,3776977,10
3,25,model_2_SeedDen_0.25,3776977,10
4,26,model_2_SeedDen_0.25,3776977,10
5,23,model_2_SeedDen_0.25,3776977,10
6,21,model_2_SeedDen_0.25,3776977,10
7,29,model_2_SeedDen_0.25,3776977,10
8,31,model_2_SeedDen_0.25,3776977,10
9,20,model_2_SeedDen_0.25,3776977,10
10,27,model_2_SeedDen_0.25,3776977,10
11,24,model_2_SeedDen_0.25,3776977,10
12,26,model_2_SeedDen_0.25,3776977,10
13,19,model_2_SeedDen_0.25,3776977,10
14,28,model_2_SeedDen_0.25,3776977,10
0,228,model_2_SeedDen_0.25,3776977,20
1,93,model_2_SeedDen_0.25,3776977,20
2,102,model_2_SeedDen_0.25,3776977,20
3,184,model_2_SeedDen_0.25,3776977,20
4,110,model_2_SeedDen_0.25,3776977,20
5,95,model_2_SeedDen_0.25,3776977,20
6,106,model_2_SeedDen_0.25,3776977,20
7,90,model_2_SeedDen_0.25,3776977,20
8,104,model_2_SeedDen_0.25,3776977,20
9,104,model_2_SeedDen_0.25,3776977,20
10,102,model_2_SeedDen_0.25,3776977,20
11,108,model_2_SeedDen_0.25,3776977,20
12,91,model_2_SeedDen_0.25,3776977,20
0,424,model_2_SeedDen_0.25,3776977,30
1,204,model_2_SeedDen_0.25,3776977,30
2,233,model_2_SeedDen_0.25,3776977,30
3,353,model_2_SeedDen_0.25,3776977,30
4,441,model_2_SeedDen_0.25,3776977,30
5,223,model_2_SeedDen_0.25,3776977,30
6,219,model_2_SeedDen_0.25,3776977,30
7,246,model_2_SeedDen_0.25,3776977,30
8,465,model_2_SeedDen_0.25,3776977,30
9,213,model_2_SeedDen_0.25,3776977,30
10,220,model_2_SeedDen_0.25,3776977,30
0,647,model_2_SeedDen_0.25,3776977,40
1,370,model_2_SeedDen_0.25,3776977,40
2,419,model_2_SeedDen_0.25,3776977,40
3,558,model_2_SeedDen_0.25,3776977,40
4,725,model_2_SeedDen_0.25,3776977,40
5,404,model_2_SeedDen_0.25,3776977,40
6,1086,model_2_SeedDen_0.25,3776977,40
7,425,model_2_SeedDen_0.25,3776977,40
8,337,model_2_SeedDen_0.25,3776977,40
9,360,model_2_SeedDen_0.25,3776977,40
0,17,model_2_SeedDen_0.25,3776947,10
1,27,model_2_SeedDen_0.25,3776947,10
2,29,model_2_SeedDen_0.25,3776947,10
3,23,model_2_SeedDen_0.25,3776947,10
4,30,model_2_SeedDen_0.25,3776947,10
5,28,model_2_SeedDen_0.25,3776947,10
6,10,model_2_SeedDen_0.25,3776947,10
7,28,model_2_SeedDen_0.25,3776947,10
8,26,model_2_SeedDen_0.25,3776947,10
9,33,model_2_SeedDen_0.25,3776947,10
10,49,model_2_SeedDen_0.25,3776947,10
11,27,model_2_SeedDen_0.25,3776947,10
12,23,model_2_SeedDen_0.25,3776947,10
13,15,model_2_SeedDen_0.25,3776947,10
0,66,model_2_SeedDen_0.25,3776947,20
1,120,model_2_SeedDen_0.25,3776947,20
2,109,model_2_SeedDen_0.25,3776947,20
3,97,model_2_SeedDen_0.25,3776947,20
4,120,model_2_SeedDen_0.25,3776947,20
5,152,model_2_SeedDen_0.25,3776947,20
6,109,model_2_SeedDen_0.25,3776947,20
7,109,model_2_SeedDen_0.25,3776947,20
8,118,model_2_SeedDen_0.25,3776947,20
9,144,model_2_SeedDen_0.25,3776947,20
10,95,model_2_SeedDen_0.25,3776947,20
11,91,model_2_SeedDen_0.25,3776947,20
12,46,model_2_SeedDen_0.25,3776947,20
0,156,model_2_SeedDen_0.25,3776947,30
1,251,model_2_SeedDen_0.25,3776947,30
2,252,model_2_SeedDen_0.25,3776947,30
3,225,model_2_SeedDen_0.25,3776947,30
4,267,model_2_SeedDen_0.25,3776947,30
5,325,model_2_SeedDen_0.25,3776947,30
6,250,model_2_SeedDen_0.25,3776947,30
7,436,model_2_SeedDen_0.25,3776947,30
8,265,model_2_SeedDen_0.25,3776947,30
9,282,model_2_SeedDen_0.25,3776947,30
10,185,model_2_SeedDen_0.25,3776947,30
11,99,model_2_SeedDen_0.25,3776947,30
0,319,model_2_SeedDen_0.25,3776947,40
1,420,model_2_SeedDen_0.25,3776947,40
2,935,model_2_SeedDen_0.25,3776947,40
3,430,model_2_SeedDen_0.25,3776947,40
4,457,model_2_SeedDen_0.25,3776947,40
5,437,model_2_SeedDen_0.25,3776947,40
6,688,model_2_SeedDen_0.25,3776947,40
7,438,model_2_SeedDen_0.25,3776947,40
8,475,model_2_SeedDen_0.25,3776947,40
9,312,model_2_SeedDen_0.25,3776947,40
10,171,model_2_SeedDen_0.25,3776947,40
0,29,model_2_SeedDen_0.25,3776979,10
1,27,model_2_SeedDen_0.25,3776979,10
2,29,model_2_SeedDen_0.25,3776979,10
3,28,model_2_SeedDen_0.25,3776979,10
4,27,model_2_SeedDen_0.25,3776979,10
5,34,model_2_SeedDen_0.25,3776979,10
6,28,model_2_SeedDen_0.25,3776979,10
7,33,model_2_SeedDen_0.25,3776979,10
8,30,model_2_SeedDen_0.25,3776979,10
9,25,model_2_SeedDen_0.25,3776979,10
10,31,model_2_SeedDen_0.25,3776979,10
11,27,model_2_SeedDen_0.25,3776979,10
12,29,model_2_SeedDen_0.25,3776979,10
13,30,model_2_SeedDen_0.25,3776979,10
14,24,model_2_SeedDen_0.25,3776979,10
0,112,model_2_SeedDen_0.25,3776979,20
1,104,model_2_SeedDen_0.25,3776979,20
2,109,model_2_SeedDen_0.25,3776979,20
3,104,model_2_SeedDen_0.25,3776979,20
4,99,model_2_SeedDen_0.25,3776979,20
5,235,model_2_SeedDen_0.25,3776979,20
6,107,model_2_SeedDen_0.25,3776979,20
7,110,model_2_SeedDen_0.25,3776979,20
8,97,model_2_SeedDen_0.25,3776979,20
9,113,model_2_SeedDen_0.25,3776979,20
10,104,model_2_SeedDen_0.25,3776979,20
11,116,model_2_SeedDen_0.25,3776979,20
12,108,model_2_SeedDen_0.25,3776979,20
13,104,model_2_SeedDen_0.25,3776979,20
0,429,model_2_SeedDen_0.25,3776979,30
1,232,model_2_SeedDen_0.25,3776979,30
2,443,model_2_SeedDen_0.25,3776979,30
3,221,model_2_SeedDen_0.25,3776979,30
4,469,model_2_SeedDen_0.25,3776979,30
5,228,model_2_SeedDen_0.25,3776979,30
6,210,model_2_SeedDen_0.25,3776979,30
7,253,model_2_SeedDen_0.25,3776979,30
8,215,model_2_SeedDen_0.25,3776979,30
9,243,model_2_SeedDen_0.25,3776979,30
10,384,model_2_SeedDen_0.25,3776979,30
0,686,model_2_SeedDen_0.25,3776979,40
1,412,model_2_SeedDen_0.25,3776979,40
2,686,model_2_SeedDen_0.25,3776979,40
3,386,model_2_SeedDen_0.25,3776979,40
4,713,model_2_SeedDen_0.25,3776979,40
5,405,model_2_SeedDen_0.25,3776979,40
6,365,model_2_SeedDen_0.25,3776979,40
7,451,model_2_SeedDen_0.25,3776979,40
8,382,model_2_SeedDen_0.25,3776979,40
9,395,model_2_SeedDen_0.25,3776979,40
10,547,model_2_SeedDen_0.25,3776979,40
0,26,model_2_SeedDen_0.25,3776943,10
1,30,model_2_SeedDen_0.25,3776943,10
2,27,model_2_SeedDen_0.25,3776943,10
3,22,model_2_SeedDen_0.25,3776943,10
4,27,model_2_SeedDen_0.25,3776943,10
5,26,model_2_SeedDen_0.25,3776943,10
6,24,model_2_SeedDen_0.25,3776943,10
7,15,model_2_SeedDen_0.25,3776943,10
8,18,model_2_SeedDen_0.25,3776943,10
9,33,model_2_SeedDen_0.25,3776943,10
10,22,model_2_SeedDen_0.25,3776943,10
11,25,model_2_SeedDen_0.25,3776943,10
12,27,model_2_SeedDen_0.25,3776943,10
13,26,model_2_SeedDen_0.25,3776943,10
14,22,model_2_SeedDen_0.25,3776943,10
0,102,model_2_SeedDen_0.25,3776943,20
1,113,model_2_SeedDen_0.25,3776943,20
2,106,model_2_SeedDen_0.25,3776943,20
3,95,model_2_SeedDen_0.25,3776943,20
4,108,model_2_SeedDen_0.25,3776943,20
5,106,model_2_SeedDen_0.25,3776943,20
6,113,model_2_SeedDen_0.25,3776943,20
7,30,model_2_SeedDen_0.25,3776943,20
8,192,model_2_SeedDen_0.25,3776943,20
9,96,model_2_SeedDen_0.25,3776943,20
10,101,model_2_SeedDen_0.25,3776943,20
11,115,model_2_SeedDen_0.25,3776943,20
12,95,model_2_SeedDen_0.25,3776943,20
13,98,model_2_SeedDen_0.25,3776943,20
0,238,model_2_SeedDen_0.25,3776943,30
1,252,model_2_SeedDen_0.25,3776943,30
2,238,model_2_SeedDen_0.25,3776943,30
3,229,model_2_SeedDen_0.25,3776943,30
4,226,model_2_SeedDen_0.25,3776943,30
5,239,model_2_SeedDen_0.25,3776943,30
6,250,model_2_SeedDen_0.25,3776943,30
7,92,model_2_SeedDen_0.25,3776943,30
8,386,model_2_SeedDen_0.25,3776943,30
9,396,model_2_SeedDen_0.25,3776943,30
10,230,model_2_SeedDen_0.25,3776943,30
11,251,model_2_SeedDen_0.25,3776943,30
12,197,model_2_SeedDen_0.25,3776943,30
0,426,model_2_SeedDen_0.25,3776943,40
1,440,model_2_SeedDen_0.25,3776943,40
2,406,model_2_SeedDen_0.25,3776943,40
3,420,model_2_SeedDen_0.25,3776943,40
4,406,model_2_SeedDen_0.25,3776943,40
5,411,model_2_SeedDen_0.25,3776943,40
6,679,model_2_SeedDen_0.25,3776943,40
7,626,model_2_SeedDen_0.25,3776943,40
8,600,model_2_SeedDen_0.25,3776943,40
9,389,model_2_SeedDen_0.25,3776943,40
10,399,model_2_SeedDen_0.25,3776943,40
11,312,model_2_SeedDen_0.25,3776943,40
0,27,model_2_SeedDen_0.25,3777043,10
1,19,model_2_SeedDen_0.25,3777043,10
2,25,model_2_SeedDen_0.25,3777043,10
3,27,model_2_SeedDen_0.25,3777043,10
4,27,model_2_SeedDen_0.25,3777043,10
5,35,model_2_SeedDen_0.25,3777043,10
6,27,model_2_SeedDen_0.25,3777043,10
7,22,model_2_SeedDen_0.25,3777043,10
8,16,model_2_SeedDen_0.25,3777043,10
9,28,model_2_SeedDen_0.25,3777043,10
10,20,model_2_SeedDen_0.25,3777043,10
11,26,model_2_SeedDen_0.25,3777043,10
12,19,model_2_SeedDen_0.25,3777043,10
13,31,model_2_SeedDen_0.25,3777043,10
14,16,model_2_SeedDen_0.25,3777043,10
0,110,model_2_SeedDen_0.25,3777043,20
1,172,model_2_SeedDen_0.25,3777043,20
2,102,model_2_SeedDen_0.25,3777043,20
3,190,model_2_SeedDen_0.25,3777043,20
4,116,model_2_SeedDen_0.25,3777043,20
5,103,model_2_SeedDen_0.25,3777043,20
6,65,model_2_SeedDen_0.25,3777043,20
7,104,model_2_SeedDen_0.25,3777043,20
8,79,model_2_SeedDen_0.25,3777043,20
9,107,model_2_SeedDen_0.25,3777043,20
10,75,model_2_SeedDen_0.25,3777043,20
11,113,model_2_SeedDen_0.25,3777043,20
12,54,model_2_SeedDen_0.25,3777043,20
0,239,model_2_SeedDen_0.25,3777043,30
1,620,model_2_SeedDen_0.25,3777043,30
2,217,model_2_SeedDen_0.25,3777043,30
3,388,model_2_SeedDen_0.25,3777043,30
4,263,model_2_SeedDen_0.25,3777043,30
5,162,model_2_SeedDen_0.25,3777043,30
6,229,model_2_SeedDen_0.25,3777043,30
7,184,model_2_SeedDen_0.25,3777043,30
8,227,model_2_SeedDen_0.25,3777043,30
9,174,model_2_SeedDen_0.25,3777043,30
10,211,model_2_SeedDen_0.25,3777043,30
11,117,model_2_SeedDen_0.25,3777043,30
0,429,model_2_SeedDen_0.25,3777043,40
1,993,model_2_SeedDen_0.25,3777043,40
2,388,model_2_SeedDen_0.25,3777043,40
3,623,model_2_SeedDen_0.25,3777043,40
4,435,model_2_SeedDen_0.25,3777043,40
5,615,model_2_SeedDen_0.25,3777043,40
6,402,model_2_SeedDen_0.25,3777043,40
7,393,model_2_SeedDen_0.25,3777043,40
8,328,model_2_SeedDen_0.25,3777043,40
9,323,model_2_SeedDen_0.25,3777043,40
10,206,model_2_SeedDen_0.25,3777043,40
0,28,model_2_SeedDen_0.25,3777037,10
1,31,model_2_SeedDen_0.25,3777037,10
2,36,model_2_SeedDen_0.25,3777037,10
3,33,model_2_SeedDen_0.25,3777037,10
4,26,model_2_SeedDen_0.25,3777037,10
5,35,model_2_SeedDen_0.25,3777037,10
6,28,model_2_SeedDen_0.25,3777037,10
7,32,model_2_SeedDen_0.25,3777037,10
8,22,model_2_SeedDen_0.25,3777037,10
9,16,model_2_SeedDen_0.25,3777037,10
10,31,model_2_SeedDen_0.25,3777037,10
11,29,model_2_SeedDen_0.25,3777037,10
12,35,model_2_SeedDen_0.25,3777037,10
13,26,model_2_SeedDen_0.25,3777037,10
14,34,model_2_SeedDen_0.25,3777037,10
0,106,model_2_SeedDen_0.25,3777037,20
1,107,model_2_SeedDen_0.25,3777037,20
2,126,model_2_SeedDen_0.25,3777037,20
3,120,model_2_SeedDen_0.25,3777037,20
4,85,model_2_SeedDen_0.25,3777037,20
5,119,model_2_SeedDen_0.25,3777037,20
6,91,model_2_SeedDen_0.25,3777037,20
7,115,model_2_SeedDen_0.25,3777037,20
8,79,model_2_SeedDen_0.25,3777037,20
9,98,model_2_SeedDen_0.25,3777037,20
10,115,model_2_SeedDen_0.25,3777037,20
11,108,model_2_SeedDen_0.25,3777037,20
12,127,model_2_SeedDen_0.25,3777037,20
13,111,model_2_SeedDen_0.25,3777037,20
14,97,model_2_SeedDen_0.25,3777037,20
0,449,model_2_SeedDen_0.25,3777037,30
1,262,model_2_SeedDen_0.25,3777037,30
2,252,model_2_SeedDen_0.25,3777037,30
3,191,model_2_SeedDen_0.25,3777037,30
4,192,model_2_SeedDen_0.25,3777037,30
5,242,model_2_SeedDen_0.25,3777037,30
6,241,model_2_SeedDen_0.25,3777037,30
7,206,model_2_SeedDen_0.25,3777037,30
8,210,model_2_SeedDen_0.25,3777037,30
9,259,model_2_SeedDen_0.25,3777037,30
10,404,model_2_SeedDen_0.25,3777037,30
11,245,model_2_SeedDen_0.25,3777037,30
12,280,model_2_SeedDen_0.25,3777037,30
0,1580,model_2_SeedDen_0.25,3777037,40
1,362,model_2_SeedDen_0.25,3777037,40
2,773,model_2_SeedDen_0.25,3777037,40
3,354,model_2_SeedDen_0.25,3777037,40
4,1403,model_2_SeedDen_0.25,3777037,40
5,371,model_2_SeedDen_0.25,3777037,40
6,432,model_2_SeedDen_0.25,3777037,40
7,456,model_2_SeedDen_0.25,3777037,40
0,18,model_2_SeedDen_0.25,3777040,10
1,26,model_2_SeedDen_0.25,3777040,10
2,26,model_2_SeedDen_0.25,3777040,10
3,31,model_2_SeedDen_0.25,3777040,10
4,26,model_2_SeedDen_0.25,3777040,10
5,15,model_2_SeedDen_0.25,3777040,10
6,28,model_2_SeedDen_0.25,3777040,10
7,30,model_2_SeedDen_0.25,3777040,10
8,17,model_2_SeedDen_0.25,3777040,10
9,24,model_2_SeedDen_0.25,3777040,10
10,35,model_2_SeedDen_0.25,3777040,10
11,23,model_2_SeedDen_0.25,3777040,10
12,29,model_2_SeedDen_0.25,3777040,10
13,24,model_2_SeedDen_0.25,3777040,10
14,17,model_2_SeedDen_0.25,3777040,10
0,95,model_2_SeedDen_0.25,3777040,20
1,104,model_2_SeedDen_0.25,3777040,20
2,108,model_2_SeedDen_0.25,3777040,20
3,114,model_2_SeedDen_0.25,3777040,20
4,99,model_2_SeedDen_0.25,3777040,20
5,108,model_2_SeedDen_0.25,3777040,20
6,64,model_2_SeedDen_0.25,3777040,20
7,92,model_2_SeedDen_0.25,3777040,20
8,52,model_2_SeedDen_0.25,3777040,20
9,94,model_2_SeedDen_0.25,3777040,20
10,116,model_2_SeedDen_0.25,3777040,20
11,80,model_2_SeedDen_0.25,3777040,20
12,85,model_2_SeedDen_0.25,3777040,20
13,80,model_2_SeedDen_0.25,3777040,20
14,62,model_2_SeedDen_0.25,3777040,20
0,438,model_2_SeedDen_0.25,3777040,30
1,235,model_2_SeedDen_0.25,3777040,30
2,433,model_2_SeedDen_0.25,3777040,30
3,246,model_2_SeedDen_0.25,3777040,30
4,153,model_2_SeedDen_0.25,3777040,30
5,376,model_2_SeedDen_0.25,3777040,30
6,148,model_2_SeedDen_0.25,3777040,30
7,214,model_2_SeedDen_0.25,3777040,30
8,221,model_2_SeedDen_0.25,3777040,30
9,175,model_2_SeedDen_0.25,3777040,30
10,159,model_2_SeedDen_0.25,3777040,30
11,141,model_2_SeedDen_0.25,3777040,30
0,1084,model_2_SeedDen_0.25,3777040,40
1,668,model_2_SeedDen_0.25,3777040,40
2,419,model_2_SeedDen_0.25,3777040,40
3,294,model_2_SeedDen_0.25,3777040,40
4,876,model_2_SeedDen_0.25,3777040,40
5,347,model_2_SeedDen_0.25,3777040,40
6,345,model_2_SeedDen_0.25,3777040,40
7,284,model_2_SeedDen_0.25,3777040,40
8,260,model_2_SeedDen_0.25,3777040,40
9,239,model_2_SeedDen_0.25,3777040,40
0,31,model_2_SeedDen_0.25,3776931,10
1,19,model_2_SeedDen_0.25,3776931,10
2,28,model_2_SeedDen_0.25,3776931,10
3,34,model_2_SeedDen_0.25,3776931,10
4,12,model_2_SeedDen_0.25,3776931,10
5,25,model_2_SeedDen_0.25,3776931,10
6,24,model_2_SeedDen_0.25,3776931,10
7,30,model_2_SeedDen_0.25,3776931,10
8,27,model_2_SeedDen_0.25,3776931,10
9,20,model_2_SeedDen_0.25,3776931,10
10,37,model_2_SeedDen_0.25,3776931,10
11,25,model_2_SeedDen_0.25,3776931,10
12,30,model_2_SeedDen_0.25,3776931,10
13,21,model_2_SeedDen_0.25,3776931,10
14,15,model_2_SeedDen_0.25,3776931,10
0,115,model_2_SeedDen_0.25,3776931,20
1,69,model_2_SeedDen_0.25,3776931,20
2,104,model_2_SeedDen_0.25,3776931,20
3,119,model_2_SeedDen_0.25,3776931,20
4,43,model_2_SeedDen_0.25,3776931,20
5,103,model_2_SeedDen_0.25,3776931,20
6,89,model_2_SeedDen_0.25,3776931,20
7,99,model_2_SeedDen_0.25,3776931,20
8,92,model_2_SeedDen_0.25,3776931,20
9,110,model_2_SeedDen_0.25,3776931,20
10,129,model_2_SeedDen_0.25,3776931,20
11,91,model_2_SeedDen_0.25,3776931,20
12,92,model_2_SeedDen_0.25,3776931,20
13,81,model_2_SeedDen_0.25,3776931,20
14,53,model_2_SeedDen_0.25,3776931,20
0,243,model_2_SeedDen_0.25,3776931,30
1,244,model_2_SeedDen_0.25,3776931,30
2,172,model_2_SeedDen_0.25,3776931,30
3,262,model_2_SeedDen_0.25,3776931,30
4,136,model_2_SeedDen_0.25,3776931,30
5,242,model_2_SeedDen_0.25,3776931,30
6,206,model_2_SeedDen_0.25,3776931,30
7,209,model_2_SeedDen_0.25,3776931,30
8,247,model_2_SeedDen_0.25,3776931,30
9,211,model_2_SeedDen_0.25,3776931,30
10,281,model_2_SeedDen_0.25,3776931,30
11,203,model_2_SeedDen_0.25,3776931,30
12,181,model_2_SeedDen_0.25,3776931,30
13,166,model_2_SeedDen_0.25,3776931,30
14,115,model_2_SeedDen_0.25,3776931,30
0,818,model_2_SeedDen_0.25,3776931,40
1,324,model_2_SeedDen_0.25,3776931,40
2,823,model_2_SeedDen_0.25,3776931,40
3,280,model_2_SeedDen_0.25,3776931,40
4,365,model_2_SeedDen_0.25,3776931,40
5,386,model_2_SeedDen_0.25,3776931,40
6,1499,model_2_SeedDen_0.25,3776931,40
7,363,model_2_SeedDen_0.25,3776931,40
8,294,model_2_SeedDen_0.25,3776931,40
9,194,model_2_SeedDen_0.25,3776931,40
0,33,model_2_SeedDen_0.25,3777042,10
1,30,model_2_SeedDen_0.25,3777042,10
2,26,model_2_SeedDen_0.25,3777042,10
3,20,model_2_SeedDen_0.25,3777042,10
